idlojista,lojista,cluster,mundo,qtd_pedidos_colocados,qtd_itens_colocados,qtd_itens_aprovados,qtd_pedidos_aprovados,valorcolocado,valoraprovado,status_lojista,taxa_aprovacao
32059,Word PC,AAA,Tecnologia,3347,3522,2060,1947,7477805.1100,4193824.2200,ativo,0.56083626
32939,Mobbe,A,Móveis,15,21,11,9,8051.6800,3717.8600,inativo,0.46174960
33351,URSOS E PELUCIAS,A,Cauda Longa,16,17,12,12,3899.8300,2800.9800,ativo,0.71823131
33646,Bompani Comércio,A,Cauda Longa,8,8,6,6,7168.8600,5476.0800,ativo,0.76387041
34620,MOVELITO,AA,Móveis,124,140,80,70,99312.7900,52138.1500,ativo,0.52498928
35479,TOP COMPRAS BR,A,Setup,41,49,28,25,15438.7100,8682.6200,ativo,0.56239284
35821,IPLACE Oficial,AAA,Setup,1969,2065,666,653,9117043.6100,2392617.0000,ativo,0.26243343
36749,Cirurgica Medeiros,Setup,Cauda Longa,15,15,11,11,7128.2700,5322.4700,ativo,0.74667065
36993,Ferreira Decor,Setup,Cauda Longa,19,20,14,13,8043.5500,5797.8000,ativo,0.72080114
37573,NEOIMP,Setup,Cauda Longa,3,4,3,2,674.8000,518.5000,ativo,0.76837582
40902,MOVIZ,Setup,Cauda Longa,10,10,3,3,1360.4900,385.9000,ativo,0.28364780
41899,123SMART COMERCIO E SERVICOS,Setup,Cauda Longa,1,1,1,1,97.8800,97.8800,ativo,1.00000000
43822,GIRASOLE MIX,Setup,Cauda Longa,2,2,2,2,481.5400,481.5400,ativo,1.00000000
44122,Divinolar,Setup,Cauda Longa,7,7,7,7,1100.8200,1100.8200,ativo,1.00000000
11958,Selah Produções,A,Cauda Longa,5,8,8,5,209.6000,209.6000,ativo,1.00000000
14772,PERSIANA PRONTA,A,Cauda Longa,32,52,45,28,11713.0900,10341.3900,ativo,0.88289170
15782,Fast Móveis,A,Móveis,1,1,1,1,360.7700,360.7700,ativo,1.00000000
16502,Flavio Moveis,A,Móveis,1,1,1,1,2350.0000,2350.0000,ativo,1.00000000
18368,PRIME,AAA,Linha Branca,11199,11912,9074,8510,3947172.6600,2870865.7900,ativo,0.72732207
19327,Compra Hajato,A,Cauda Longa,64,91,67,45,5974.3400,4122.4200,ativo,0.69002099
20987,Like Cosméticos,A,Cauda Longa,135,190,145,94,21824.4900,15639.3100,ativo,0.71659452
21309,Portal Marcas,A,Cauda Longa,5,7,6,4,572.3500,491.1200,ativo,0.85807635
30748,Lizz Professional,A,Cauda Longa,90,93,55,54,13293.3800,8020.0900,ativo,0.60331458
31393,Lemare Móveis,A,Móveis,106,137,101,77,66893.3700,48644.6800,ativo,0.72719733
32753,SIDRODAS,AAA,Cauda Longa,40,48,23,20,60497.1400,28760.2400,ativo,0.47539834
32966,Requinte Hair,A,Cauda Longa,8,10,8,6,939.1000,624.9000,ativo,0.66542434
33232,CASA E GARAGEM,AAA,Cauda Longa,134,172,117,88,77983.2600,49604.5000,ativo,0.63609164
33621,Lojas TM,A,Cauda Longa,9,9,7,7,2391.9800,1676.0500,ativo,0.70069566
33848,Ilumini Fast,A,Cauda Longa,8,15,14,7,5711.6900,4657.3900,ativo,0.81541365
34163,EQUILIBRIO AQUARISMO,A,Cauda Longa,1,1,1,1,409.4000,409.4000,ativo,1.00000000
35468,Mix Morumbi,Setup,Cauda Longa,1,1,1,1,30.6300,30.6300,ativo,1.00000000
35867,MRE FERRAMENTAS,Setup,Setup,28,31,24,21,10366.7400,8050.4900,ativo,0.77656910
36148,LESSINHA,Setup,Cauda Longa,3,4,4,3,249.4900,249.4900,ativo,1.00000000
36462,HARS Celulares e Acessorios,Setup,Cauda Longa,12,12,6,6,25557.9000,4193.2000,ativo,0.16406669
37279,PRIMUS MOTO PARTS,Setup,Cauda Longa,21,22,14,13,4936.1500,1928.4700,ativo,0.39068302
37516,AEMIMOU,Setup,Cauda Longa,1,1,1,1,110.0000,110.0000,ativo,1.00000000
37888,GMV,Setup,Cauda Longa,11,12,11,10,596.9000,567.0000,ativo,0.94990786
39874,NANGA DISTRIBUIDORA,Setup,Cauda Longa,2,2,2,2,133.6000,133.6000,ativo,1.00000000
10784,Vendas Rápidas,AAA,Cauda Longa,14,16,11,10,2624.9600,1302.3200,ativo,0.49612946
14614,Via Prisma,A,Cauda Longa,3,3,1,1,717.6000,209.4000,ativo,0.29180602
14946,SOL ACESSÓRIOS,A,Tecnologia,37,39,28,27,2195.8700,1591.5100,ativo,0.72477424
16982,DSRSHOP,A,Cauda Longa,14,19,15,10,9242.5100,3175.8300,ativo,0.34361121
17210,Braslu,A,Cauda Longa,402,434,339,311,41647.4200,31514.0900,ativo,0.75668769
21123,OMINIC,AAA,Cauda Longa,2,2,2,2,5920.7100,5920.7100,ativo,1.00000000
21862,D Rossi Interiores,A,Móveis,113,152,99,76,94792.5000,61429.5200,ativo,0.64804199
31404,Nanda Make Up,A,Cauda Longa,1,1,0,0,90.0500,0.0000,ativo,0E-8
31771,OH MY BAG,AAA,Cauda Longa,48,48,39,39,9420.5800,7718.8500,ativo,0.81936038
31946,LOGIN,A,Tecnologia,227,239,126,120,279741.7700,106532.5600,ativo,0.38082464
32461,Loja Prime Store,A,Tecnologia,29,36,25,18,9501.0100,5901.4100,ativo,0.62113502
32640,Ms Fisioterapia,A,Cauda Longa,23,23,11,11,4009.9000,1965.5000,ativo,0.49016185
33860,HELÍACO,A,Cauda Longa,2,7,0,0,225.2000,0.0000,ativo,0E-8
34092,MOBILIAMOBILIA,A,Móveis,134,165,124,103,81081.9200,61899.2700,ativo,0.76341643
35255,NENEMLAVAJATO,A,Setup,5,6,5,4,555.4100,524.5900,ativo,0.94450946
37128,COSMETICOS PARA CABELOS,Setup,Cauda Longa,30,38,25,19,6134.4400,4707.4900,ativo,0.76738708
38967,ESPORTIMAR,Setup,Cauda Longa,21,26,13,9,6917.9400,3634.7600,ativo,0.52541074
39417,COLCHÕES SERRA,Setup,Cauda Longa,74,81,53,47,59427.1100,38487.0900,ativo,0.64763523
42982,SPELAION,Setup,Cauda Longa,1,1,1,1,665.6000,665.6000,ativo,1.00000000
14656,Bem Barato Móveis,A,Móveis,66,78,61,53,48920.7100,38181.6000,ativo,0.78047927
14833,Lojas Xavier,AA,Móveis,107,114,82,77,82010.1100,55861.1700,ativo,0.68114980
17350,Bola Azul,A,Tecnologia,19,23,22,18,3873.7000,3836.6000,ativo,0.99042259
20014,Magnus Eletrônica,A,Tecnologia,5,5,5,5,220.8500,220.8500,ativo,1.00000000
20891,Sbn Info,A,Tecnologia,4,4,1,1,309.7100,38.1900,ativo,0.12330890
21712,Tommy Design,A,Móveis,16,29,24,14,20629.7200,17266.1200,ativo,0.83695368
31612,Ponto Nerd,AAA,Tecnologia,608,673,483,434,62555.6900,43584.3400,ativo,0.69672863
33918,Mob Decor,A,Móveis,43,45,27,25,37538.5700,23370.3300,ativo,0.62256847
34756,DISTRIBUIDORAJ3M,A,Cauda Longa,7,7,7,7,2511.4900,2511.4900,inativo,1.00000000
35588,Pequerrucho bebe,A,Setup,33,36,21,18,7805.2800,6092.5900,ativo,0.78057289
35823,TAQI OFICIAL,AAA,Setup,1359,1436,959,902,1432590.9700,824701.3200,ativo,0.57567117
37077,GBP Imports Parfum,Setup,Cauda Longa,31,31,19,19,9745.7900,8334.8700,ativo,0.85522774
37485,LOJA TIGUS,Setup,Cauda Longa,45,46,28,27,31988.1200,19122.5500,ativo,0.59780162
38978,Z8ELETRONICOS,Setup,Cauda Longa,5,5,2,2,11322.4500,3035.6800,ativo,0.26811158
39810,SILVEST LINGERIE,Setup,Cauda Longa,1,1,1,1,56.7700,56.7700,ativo,1.00000000
10767,AIUP,A,Móveis,13,13,9,9,10938.7000,5622.5300,ativo,0.51400349
11242,Ri Happy – Exclusivo Online,AAA,Cauda Longa,1595,1840,1485,1295,333722.9100,265771.4500,ativo,0.79638359
13657,LOJA PLANETA,A,Cauda Longa,110,164,126,85,9746.5300,7921.6200,ativo,0.81276311
14473,Super Bem-Estar,A,Cauda Longa,1,6,0,0,37.5600,0.0000,ativo,0E-8
14645,Mascate Online,A,Cauda Longa,4,5,2,2,3106.9800,2474.4600,ativo,0.79641967
15038,ATACADO PP,A,Cauda Longa,4,7,6,3,914.6200,541.6200,ativo,0.59218036
15400,Doceira Americana,A,Tecnologia,130,142,108,97,12312.9300,9420.5000,ativo,0.76509003
17528,Um Shop,A,Cauda Longa,2,2,1,1,3459.7200,1729.8600,ativo,0.50000000
21914,RC BRASIL,A,Móveis,105,116,97,89,18330.3100,15562.1200,ativo,0.84898291
34328,SANTISTA,AAA,Cauda Longa,72,175,144,51,12236.0000,9697.9900,ativo,0.79257846
34525,PLAY SHOP ELETRONICOS,A,Setup,14,18,13,12,3182.9600,3047.8000,ativo,0.95753638
35007,Smart Informática Globo,A,Cauda Longa,28,28,17,17,7803.4200,4555.3800,ativo,0.58376712
36762,HINFINITY,Setup,Cauda Longa,4,4,2,2,304.8000,151.8400,ativo,0.49816273
37353,YABOX,Setup,Cauda Longa,13,13,9,9,5311.4800,3767.2500,ativo,0.70926559
37398,StuffMan,Setup,Cauda Longa,3,3,1,1,1299.7000,168.0000,ativo,0.12926060
39335,PEDRO HENRIQUE DE OLIVEIRA,Setup,Cauda Longa,34,47,30,26,2178.6500,1449.0700,ativo,0.66512290
11043,Tuning Parts,A,Cauda Longa,89,94,64,59,31684.5000,13833.7700,ativo,0.43661001
11703,POLOSURF,A,Cauda Longa,1,1,0,0,199.3000,0.0000,ativo,0E-8
17045,A3 Parts,A,Cauda Longa,6,6,5,5,1160.7800,958.7900,ativo,0.82598770
17314,LT2 Livros,AAA,Cauda Longa,1141,1388,1074,864,76676.8900,59031.1300,ativo,0.76986860
21328,EVAS PERFUMARIA,A,Cauda Longa,21,21,12,12,5102.4000,2648.6600,ativo,0.51910082
27016,Fineza,A,Setup,2,2,2,2,2749.5000,2749.5000,ativo,1.00000000
31624,AJP Acessórios,A,Cauda Longa,117,123,91,86,20553.3000,14941.6600,ativo,0.72697134
31999,Móveis Arapongas,AA,Móveis,1208,1281,864,810,697690.5000,474182.0200,ativo,0.67964523
32421,Geyer Wood,A,Cauda Longa,2,5,5,2,108.5100,108.5100,ativo,1.00000000
33048,REVENDA AUTORIZADA WEG,A,Tecnologia,7,9,8,6,8383.3200,7622.9600,ativo,0.90930085
33824,Você Sempre Seco,A,Cauda Longa,5,5,5,5,2291.3000,2291.3000,ativo,1.00000000
34497,MEGAPET,A,Cauda Longa,4,4,3,3,398.0200,324.9400,ativo,0.81639114
34810,Boutique Baby,A,Cauda Longa,7,7,6,6,2097.4900,1755.2600,ativo,0.83683832
35265,ZAMPIERI CASA E DECORACAO,A,Setup,3,3,3,3,363.5000,363.5000,ativo,1.00000000
36082,Via Suplementos,Setup,Setup,136,151,95,87,13870.9100,8775.0400,ativo,0.63262180
36741,UZ GAMES OFICIAL,Setup,Cauda Longa,14,15,10,9,1954.2800,1168.2500,ativo,0.59779049
36795,MSDIAS ACESSÓRIOS,Setup,Cauda Longa,15,16,8,7,1224.5000,609.8000,ativo,0.49799918
36809,Drogafuji,Setup,Cauda Longa,38,77,55,27,4774.6800,2906.8200,ativo,0.60879891
37151,CLUBE HAIR LUXO,Setup,Cauda Longa,17,17,14,14,2708.2600,2395.8100,ativo,0.88463072
38261,Detalhes Presentes e Decorações,Setup,Cauda Longa,27,39,28,18,4150.9800,2702.4300,ativo,0.65103421
43416,TENHASAUDE.NET,Setup,Cauda Longa,3,3,2,2,312.1000,174.1000,ativo,0.55783403
44463,MM FRALDAS,Setup,Cauda Longa,1,1,1,1,57.3000,57.3000,ativo,1.00000000
11304,BD Net Imports,A,Tecnologia,186,193,135,132,35111.7500,25245.4400,ativo,0.71900261
11981,Dedobrinquedo,A,Cauda Longa,27,28,17,17,6469.5400,3755.1500,ativo,0.58043539
12331,O Bruto das Vendas,A,Tecnologia,74,85,70,62,3184.4100,2630.0100,ativo,0.82590182
13711,Hard Fast,A,Tecnologia,79,82,51,49,17512.4600,10476.0300,ativo,0.59820436
14399,Camelô Digital,A,Tecnologia,57,62,50,46,10507.0100,8345.4000,ativo,0.79426973
14551,Eletrum,AAA,Móveis,2716,2819,2141,2063,1559470.5400,1150891.2000,ativo,0.73800124
14724,Tecnoar,A,Cauda Longa,25,40,39,24,21274.0900,21180.3900,ativo,0.99559558
17126,Amplo Espaço Vendas,A,Móveis,13,14,10,9,7822.8300,5483.3300,ativo,0.70093943
17777,Gestantes em Compras,A,Cauda Longa,1,1,1,1,289.6400,289.6400,ativo,1.00000000
18394,Eletros Vip,A,Cauda Longa,10,12,12,10,5799.6400,5799.6400,ativo,1.00000000
20803,CHAPELARIA VINTAGE,A,Cauda Longa,1,1,1,1,100.7000,100.7000,ativo,1.00000000
22330,LOJA SCHULLI,A,Cauda Longa,1,1,0,0,5420.0000,0.0000,ativo,0E-8
23668,Moveis Mais,Setup,Cauda Longa,2,2,2,2,448.8000,448.8000,ativo,1.00000000
30154,EVEREX COMPUTER,A,Tecnologia,88,91,67,65,107680.2500,80176.0900,ativo,0.74457563
31687,Use Orgânico,A,Setup,21,27,19,13,1541.7700,1100.6800,ativo,0.71390674
32360,Ibishop,A,Cauda Longa,12,16,8,7,1075.9000,650.9700,ativo,0.60504694
32599,PLUGMASTER,Setup,Cauda Longa,158,161,89,88,243523.0000,103104.0000,ativo,0.42338506
35240,GNT Comercio Eletrônico,A,Setup,97,117,85,72,13251.2800,9924.1100,ativo,0.74891709
35272,Rei das Espumas,Setup,Cauda Longa,2,8,4,1,423.9600,186.9200,ativo,0.44089065
35767,PAPELNET,A,Setup,2,4,1,1,150.2600,43.8800,ativo,0.29202715
36305,BARUMED,Setup,Cauda Longa,1,1,1,1,54.3200,54.3200,ativo,1.00000000
36315,QUALITY IMPORTS,Setup,Setup,37,37,18,18,154491.4600,63147.8800,ativo,0.40874674
36343,ADIPOMETROS BRASIL,Setup,Setup,4,4,4,4,1698.8800,1698.8800,ativo,1.00000000
36584,Rota do Click,Setup,Cauda Longa,2,2,2,2,385.3700,385.3700,ativo,1.00000000
36857,TotalTek,Setup,Cauda Longa,17,18,14,13,4281.5900,3417.4700,ativo,0.79817778
36865,AMEIZZ,Setup,Cauda Longa,87,87,62,62,13106.1700,9555.1700,ativo,0.72905891
36910,Jessica Presentes,Setup,Cauda Longa,17,17,14,14,1952.1000,1449.3000,ativo,0.74243123
37348,KOUP MAQUINAS E EQUIPAMENTOS,Setup,Cauda Longa,1,1,1,1,170.9400,170.9400,ativo,1.00000000
37436,Tstern,Setup,Cauda Longa,1,1,1,1,87.8000,87.8000,ativo,1.00000000
37737,Raimundi Store,Setup,Cauda Longa,15,16,15,14,1965.4000,1797.5000,ativo,0.91457210
39021,CPP Casa,Setup,Cauda Longa,1,1,1,1,124.6000,124.6000,inativo,1.00000000
11002,Bijoulux,A,Cauda Longa,4,4,2,2,443.4000,119.7600,ativo,0.27009472
14499,DD Máquinas,A,Cauda Longa,781,830,644,604,123880.8900,94506.6000,ativo,0.76288280
18081,Rei dos Estojos,A,Cauda Longa,21,35,20,15,2917.2300,2620.6800,ativo,0.89834535
19786,TI2S,A,Tecnologia,4,4,4,4,448.5000,448.5000,ativo,1.00000000
22139,FORSUL,A,Cauda Longa,1,6,6,1,217.3800,217.3800,ativo,1.00000000
30667,Trevizo Suplementos,A,Cauda Longa,5,8,3,3,1107.1400,391.9200,ativo,0.35399317
32270,Loja Tatu Daqui,A,Linha Branca,19,21,21,19,1103.9300,1103.9300,ativo,1.00000000
37020,Equipa cabeleireiro,Setup,Cauda Longa,29,29,23,23,14344.3000,10147.1000,ativo,0.70739597
37938,BLUE STAR LIVRARIA E PAPELARIA,Setup,Cauda Longa,12,13,10,10,1725.9500,1348.3800,ativo,0.78123932
37941,ARTE DE AMAR PRESENTES,Setup,Cauda Longa,6,7,7,6,989.6000,989.6000,ativo,1.00000000
39793,KANTO DO ARTISTA,Setup,Cauda Longa,2,2,2,2,111.8200,111.8200,ativo,1.00000000
40212,MAXPLUS COMERCIAL,Setup,Cauda Longa,2,7,7,2,445.4000,445.4000,ativo,1.00000000
42246,MAGAZINI,Setup,Cauda Longa,20,20,13,13,5286.8400,3762.0900,ativo,0.71159521
11708,Vizzent Calçados,A,Cauda Longa,1,1,1,1,116.8000,116.8000,ativo,1.00000000
15130,The Beer Planet,AAA,Cauda Longa,31,49,33,24,5330.6300,4488.9900,ativo,0.84211247
16189,Qualitech Informática,A,Tecnologia,91,93,50,49,87609.0000,48785.5400,ativo,0.55685535
23948,VENDASTANAKABI,A,Tecnologia,26,27,10,9,2177.6800,873.1300,ativo,0.40094504
25599,CASA ABERTA BRASIL,A,Móveis,407,414,320,313,175174.4300,131288.9200,ativo,0.74947537
31371,Tupan,A,Cauda Longa,2,4,4,2,751.0500,751.0500,ativo,1.00000000
31777,Click Sound,A,Cauda Longa,70,80,61,54,25917.4700,22546.6900,ativo,0.86994178
32940,Siracusa Store,A,Cauda Longa,10,10,10,10,2199.3700,2199.3700,ativo,1.00000000
33754,C BAZAR,Setup,Cauda Longa,1,1,1,1,130.8000,130.8000,ativo,1.00000000
35112,KMEX Oficial,A,Cauda Longa,1,1,1,1,149.5100,149.5100,ativo,1.00000000
35275,IRMAOS MODA INTIMA,Setup,Setup,1,6,0,0,96.0600,0.0000,ativo,0E-8
36222,MODAKI,Setup,Setup,22,23,14,14,2923.2700,1950.5600,ativo,0.66725277
37268,BABYS FRALDAS,Setup,Cauda Longa,16,16,11,11,2196.0400,1327.8800,ativo,0.60467022
40288,STILLUS ESPORTE E CASUAL,Setup,Cauda Longa,5,5,4,4,1023.9500,832.5400,ativo,0.81306704
41911,OFICINA DA INFORMATICA,Setup,Cauda Longa,2,2,2,2,353.5400,353.5400,ativo,1.00000000
48871,TOCA DO PESCADOR,Setup,Cauda Longa,1,1,1,1,164.9000,164.9000,ativo,1.00000000
15303,Tatuifer,A,Cauda Longa,19,26,20,16,4120.8000,3864.0000,ativo,0.93768200
15730,Purificadores Europa,A,Linha Branca,6,7,7,6,1761.4600,1761.4600,ativo,1.00000000
16228,Virtual 7000,A,Tecnologia,17,18,13,12,2479.7400,1970.7800,ativo,0.79475268
16524,Casa geek,A,Cauda Longa,8,8,7,7,841.2900,742.4200,ativo,0.88247810
17412,Somtek,A,Cauda Longa,2,2,2,2,371.2000,371.2000,ativo,1.00000000
18125,Higistore,AAA,Cauda Longa,127,273,239,104,7485.3100,6477.5500,ativo,0.86536830
19003,RECANTO DA COSTURA,A,Cauda Longa,9,16,14,8,739.5800,642.1200,ativo,0.86822250
30796,KL Master Fitness,A,Cauda Longa,194,205,161,151,66080.6900,51969.8900,ativo,0.78646107
30846,Pneu Roda,A,Cauda Longa,2,2,0,0,21738.7800,0.0000,ativo,0E-8
31794,Casa da Loise,A,Cauda Longa,3,4,4,3,180.2300,180.2300,ativo,1.00000000
32368,Stander,A,Cauda Longa,68,71,56,53,10817.0800,9543.3600,ativo,0.88224918
32504,Lukas Arts Decorações,A,Cauda Longa,5,5,1,1,478.3600,154.6000,ativo,0.32318756
32771,LULLY COSMETICOS,A,Cauda Longa,1,2,2,1,162.8000,162.8000,ativo,1.00000000
33295,Philips Beleza & Saúde,A,Cauda Longa,54,57,46,45,10701.6100,9212.1000,ativo,0.86081440
34830,MASTERMETALURGICA,A,Cauda Longa,36,42,31,27,8720.4600,6491.5400,ativo,0.74440339
34942,Harty Comercial,A,Cauda Longa,25,27,23,21,7875.6300,6530.8600,ativo,0.82924922
35032,Digital Security do Brasil,Setup,Setup,2,2,2,2,206.2900,206.2900,ativo,1.00000000
35728,Ive,Setup,Setup,1,2,2,1,95.8800,95.8800,ativo,1.00000000
36931,Conecta La,Setup,Cauda Longa,186,197,144,133,74114.2600,56322.8500,ativo,0.75994620
37129,CLUBE DO FILTRO,Setup,Cauda Longa,6,8,6,5,514.7200,454.7000,ativo,0.88339291
40257,BEAT VOICE,Setup,Cauda Longa,1,1,1,1,719.9900,719.9900,ativo,1.00000000
42683,CAMILA CRISTINA CLAUDINO EIRELI,Setup,Cauda Longa,2,2,1,1,734.0000,367.0000,ativo,0.50000000
43530,ASE TECNOLOGIA,Setup,Cauda Longa,9,9,8,8,1791.0000,1592.0000,ativo,0.88888889
11704,Beleza de Mulher,A,Cauda Longa,44,49,37,33,6306.7900,4751.0300,ativo,0.75331983
19438,Space Buy,A,Linha Branca,38,43,39,34,5040.3900,4796.7500,ativo,0.95166247
21465,MEVISTO ECOMMERCE,A,Cauda Longa,5,5,5,5,636.1600,636.1600,ativo,1.00000000
31998,Hamilton Beach,AAA,Linha Branca,52,53,48,47,11583.2600,10631.3600,ativo,0.91782106
32544,Cerveja Box,AAA,Cauda Longa,15,26,21,12,2065.7900,1653.7900,ativo,0.80056056
32768,NENECAR PARTS,AAA,Cauda Longa,163,195,135,112,107871.8000,73086.8000,ativo,0.67753389
33035,Ojuara Import,A,Tecnologia,173,184,130,121,43995.6700,30233.9300,ativo,0.68720240
34307,Ciac malas,A,Cauda Longa,1,1,0,0,202.6000,0.0000,ativo,0E-8
36096,Basile Mix,Setup,Setup,11,12,9,8,2636.2900,2120.8400,ativo,0.80447902
36664,FemakBrasil,Setup,Cauda Longa,105,105,72,72,112000.3200,67900.0200,ativo,0.60624845
37462,eRELOGIOS,Setup,Cauda Longa,4,4,2,2,4675.9300,2471.3300,ativo,0.52852160
40022,COMFORT ENXOVAIS,Setup,Cauda Longa,1,1,0,0,59.3000,0.0000,ativo,0E-8
41922,JC PRESENTES FINOS,Setup,Cauda Longa,2,3,3,2,128.1900,128.1900,ativo,1.00000000
44937,LUBIANI COMERCIO E REFRIGERACAO,Setup,Cauda Longa,1,1,1,1,179.4300,179.4300,ativo,1.00000000
10799,Emania,AAA,Tecnologia,54,59,39,35,75599.0100,16188.8200,ativo,0.21414063
10822,BoaCoisa,A,Cauda Longa,184,236,187,140,20917.1400,16096.7300,ativo,0.76954737
11171,Festabox,AAA,Cauda Longa,50,142,44,28,4893.2700,1331.5200,ativo,0.27211251
16792,Haus Center,A,Cauda Longa,46,74,53,30,22261.7200,16694.8300,ativo,0.74993442
19407,STREET MOTOS,A,Cauda Longa,6,6,2,2,4932.1000,2066.4000,ativo,0.41896961
20011,Boutin,A,Cauda Longa,11,17,14,10,3895.9700,3799.8500,ativo,0.97532835
26785,ACF Store,A,Tecnologia,6,6,4,4,11994.0000,7996.0000,ativo,0.66666667
29805,Doce Sonhos Moveis,A,Móveis,22,22,10,10,12687.0300,5613.0700,ativo,0.44242585
31074,Presentes Mickey,AAA,Setup,26,28,20,19,8047.7200,7315.9700,ativo,0.90907363
31683,Malina Beauty,A,Cauda Longa,4,4,3,3,116.9400,87.6900,ativo,0.74987173
32898,PERNOD,AAA,Cauda Longa,290,512,68,51,60937.2700,9178.0200,ativo,0.15061423
34695,WORLDFREEPERFUMES,A,Cauda Longa,26,35,19,16,9838.3200,4769.8600,ativo,0.48482464
35586,FINO MOVEIS,Setup,Cauda Longa,3,3,3,3,5336.6200,5336.6200,ativo,1.00000000
35634,Skull Clothing Comércio de Roupas,Setup,Cauda Longa,3,3,2,2,347.3200,233.1000,ativo,0.67113901
36191,Portal Cafe,Setup,Setup,2,2,1,1,508.9400,116.9000,ativo,0.22969309
36876,LedGold,Setup,Cauda Longa,3,7,1,1,425.4600,124.2700,ativo,0.29208386
36932,Fury Brasil,Setup,Cauda Longa,1,1,1,1,267.8300,267.8300,ativo,1.00000000
37418,Taurene,Setup,Cauda Longa,15,16,10,9,2025.5500,1239.9100,ativo,0.61213498
38335,Amoeame,Setup,Cauda Longa,1,1,1,1,62.0500,62.0500,ativo,1.00000000
44031,O DESCONTO CHEGOU,Setup,Cauda Longa,1,1,1,1,260.6500,260.6500,ativo,1.00000000
10189,KD Pneus,AAA,Cauda Longa,85,196,133,61,102513.8100,71631.7000,ativo,0.69875171
13851,E-LED BRASIL,A,Cauda Longa,184,240,178,139,48840.0600,37020.8700,ativo,0.75800214
15980,Shop DNG,A,Cauda Longa,59,69,53,45,4530.3400,3779.7800,ativo,0.83432590
18442,MARCENARIA GARIMPO MINEIRO,A,Móveis,1,1,1,1,832.5000,832.5000,ativo,1.00000000
20669,PlayGol,A,Cauda Longa,1,2,0,0,185.9600,0.0000,ativo,0E-8
21613,Hippie Artesanatos,A,Cauda Longa,14,15,11,10,965.2700,722.1300,ativo,0.74811193
31427,Sol e Agua,A,Cauda Longa,8,8,3,3,10631.8400,2371.2400,ativo,0.22303195
32127,WHEY ONLINE,A,Cauda Longa,1,1,0,0,117.0200,0.0000,ativo,0E-8
32280,Fonte Seg,A,Tecnologia,3,4,4,3,124.6200,124.6200,ativo,1.00000000
35301,MFSTORE,Setup,Setup,1,1,1,1,145.0800,145.0800,ativo,1.00000000
35429,Levlist,AAA,Setup,231,515,408,162,12080.9000,9539.0200,ativo,0.78959515
35544,MARCAS MAIS,Setup,Setup,1,1,1,1,943.3000,943.3000,ativo,1.00000000
35881,ZIDI,Setup,Setup,10,11,9,8,14528.7100,12862.9600,ativo,0.88534770
40160,CELIANA SHOES,Setup,Cauda Longa,1,1,1,1,146.6900,146.6900,ativo,1.00000000
43379,CLIQUE COMPRE,Setup,Cauda Longa,1,1,0,0,186.3900,0.0000,ativo,0E-8
11823,KOALAELETROSHOP,A,Cauda Longa,143,158,91,82,46201.7400,25110.5500,ativo,0.54349793
14345,Dakmark,A,Cauda Longa,1,1,1,1,772.8700,772.8700,ativo,1.00000000
15267,M&G Cosméticos,A,Cauda Longa,2,3,3,2,441.6000,441.6000,ativo,1.00000000
16240,Beauty4you,A,Cauda Longa,1,2,2,1,149.0600,149.0600,ativo,1.00000000
16303,Race King,A,Cauda Longa,12,22,15,7,1222.1700,690.3800,ativo,0.56488050
17097,MOVZ,A,Móveis,632,648,443,432,209618.9800,141279.9800,ativo,0.67398467
17448,Ferragens Bolt,A,Cauda Longa,29,29,23,23,3971.7800,3222.2200,ativo,0.81127857
18378,World Blocks Kids,A,Cauda Longa,6,9,9,6,596.8200,596.8200,ativo,1.00000000
22442,Bertinho,A,Cauda Longa,8,9,7,6,878.5400,716.0800,ativo,0.81507956
31124,ANT Ferramentas,A,Cauda Longa,37,50,37,26,18311.5100,10859.6500,ativo,0.59305049
31281,Nutribullet,AAA,Linha Branca,2,2,2,2,1189.8800,1189.8800,ativo,1.00000000
32128,U4HOME,A,Cauda Longa,27,35,20,18,2199.1500,1540.5200,ativo,0.70050701
32173,All Mag,A,Móveis,23,23,8,8,44868.3000,15553.2500,ativo,0.34664228
32357,Sport Center Joinville,A,Cauda Longa,13,13,6,6,1251.4500,529.2700,ativo,0.42292541
32557,ABForte Eletrônicos,A,Tecnologia,974,1096,679,597,122245.3000,75722.0000,ativo,0.61942668
33763,MEGATOOLS FERRAMENTAS,A,Cauda Longa,2,2,2,2,840.0000,840.0000,ativo,1.00000000
33821,ELETROMASSA,A,Tecnologia,148,151,121,118,11048.3600,8382.1400,ativo,0.75867731
34369,Doutfisher,Setup,Cauda Longa,3,3,2,2,596.3400,304.5300,ativo,0.51066506
34505,CLICK FORTE,A,Móveis,416,457,293,267,114747.9800,72626.5700,ativo,0.63292243
34513,SCENT PERFUME,A,Cauda Longa,2,2,1,1,862.2900,378.5600,ativo,0.43901704
34970,MARAVILHA LIVROS,Setup,Setup,2,2,2,2,210.4200,210.4200,ativo,1.00000000
35249,KLIKOU,A,Setup,20,20,12,12,1825.9800,1196.7200,ativo,0.65538505
35335,Oxford Porcelanas,AAA,Setup,86,101,79,67,17975.6600,13618.4400,ativo,0.75760445
36284,Shopeletro,Setup,Cauda Longa,5,5,1,1,1814.3700,326.9500,ativo,0.18020029
36418,Pedway,Setup,Cauda Longa,1,1,1,1,165.9000,165.9000,ativo,1.00000000
